"Limbang, SARAWAK","ILP Miri, SARAWAK","Miri, SARAWAK","Samalaju, SARAWAK","Bintulu, SARAWAK","Mukah, SARAWAK","Kapit, SARAWAK","Sibu, SARAWAK","Sarikei, SARAWAK","Sri Aman, SARAWAK","Samarahan, SARAWAK","Kuching, SARAWAK"
56,56,54,53,54,25,32,43,36,21,18,32
56,56,54,53,55,23,32,43,36,22,18,32
56,56,54,53,55,23,31,42,36,22,19,33
56,56,54,53,55,23,30,39,36,22,19,32
56,56,54,53,55,24,30,39,35,22,18,31
57,57,54,53,55,25,31,39,34,22,18,31
56,57,54,53,55,23,30,39,34,23,18,32
57,57,54,53,55,23,30,40,34,23,18,32
57,58,53,53,55,21,31,40,34,23,18,33
57,58,53,53,55,21,30,38,35,23,18,32
58,57,53,53,55,22,30,38,32,22,18,31
58,57,53,53,55,22,31,43,32,24,18,30
58,57,53,53,55,23,31,44,32,24,18,30
58,57,53,53,55,24,30,45,32,24,17,30
58,57,52,53,55,27,26,46,32,24,17,29
58,57,52,51,55,28,29,46,32,23,18,28
58,57,52,51,55,29,27,45,32,24,19,27
58,56,52,51,55,30,29,45,32,24,19,27
58,56,52,49,55,31,28,44,32,25,19,26
59,56,52,48,55,30,30,44,32,26,19,26
59,56,53,47,55,31,32,43,29,26,19,26
60,56,52,49,55,32,31,43,26,25,18,26
59,57,52,49,55,33,31,43,26,24,17,27
58,57,52,51,55,33,30,43,25,21,16,26
58,57,52,50,55,34,29,45,24,20,16,26
57,56,52,49,55,35,28,44,23,18,16,26
57,56,52,49,55,35,28,43,24,18,15,26
57,55,52,49,55,34,29,44,25,18,14,26
58,56,52,48,55,34,28,44,25,18,15,27
58,55,52,47,55,32,27,42,24,17,16,26
57,55,52,48,55,33,27,41,24,16,16,26
57,55,51,48,55,33,27,39,23,16,17,27
57,54,51,46,55,33,27,39,23,16,16,26
57,54,51,45,55,32,27,38,22,16,16,27
56,54,51,42,55,31,27,37,21,16,16,28
56,54,51,42,55,30,26,32,22,14,16,28
56,54,51,40,55,29,26,29,22,15,16,28
56,54,51,40,55,29,26,28,22,15,16,28
56,54,51,39,55,26,26,29,23,16,15,29
56,53,50,40,55,26,24,29,24,15,16,30
56,53,49,39,55,25,27,29,24,15,15,30
55,54,50,37,55,25,25,29,25,14,15,31
55,53,49,35,55,24,26,31,25,13,14,32
55,54,48,34,55,24,26,32,25,13,14,34
55,53,45,34,55,24,25,33,25,14,15,34
55,53,44,31,55,23,28,34,24,15,15,35
55,53,44,29,55,22,29,34,24,16,16,35
55,52,44,29,55,21,29,34,23,16,16,37
55,52,45,30,55,21,29,34,22,15,17,38
55,52,43,30,56,19,31,34,23,16,20,40
55,53,41,30,56,20,31,34,22,15,22,41
55,53,41,30,56,20,31,34,22,15,23,42
55,52,40,31,56,21,32,34,23,16,23,45
55,52,38,32,56,22,33,34,23,16,23,47
55,52,38,31,56,23,33,35,23,16,24,48
55,52,39,32,56,24,33,36,24,16,24,49
54,52,40,32,56,25,32,36,25,17,25,50
54,52,40,33,56,28,32,37,25,17,25,51
54,52,40,36,56,31,32,36,27,17,26,51
54,52,40,36,56,32,32,36,28,19,26,52
55,52,41,40,56,33,31,38,29,19,26,52
55,52,43,42,56,33,32,39,29,19,26,52
55,52,45,42,56,34,30,40,31,19,27,52
55,52,47,41,56,35,30,41,30,19,28,52
55,52,48,40,56,36,30,42,30,20,27,52
54,52,47,40,56,38,32,43,30,20,27,52
54,52,48,40,56,39,31,44,29,21,27,52
53,51,51,41,56,40,30,46,30,21,28,52
53,52,51,42,56,40,32,47,31,21,30,52
52,52,52,43,56,40,34,47,31,22,32,52
53,52,52,43,56,41,38,49,32,22,32,52
53,51,53,43,56,42,42,49,33,23,34,51
52,52,53,43,56,43,43,51,33,24,34,51
52,52,54,44,56,44,44,52,34,24,32,51
52,52,54,44,56,44,44,52,34,25,31,51
52,52,54,46,56,44,45,52,34,26,32,51
52,52,54,46,56,44,44,52,35,27,33,50
52,53,54,48,56,44,45,53,36,28,34,50
52,53,55,50,56,44,46,53,37,29,35,51
51,53,55,51,56,43,46,53,37,30,34,51
51,53,55,51,56,44,47,54,39,30,34,51
48,53,55,52,56,42,47,54,40,31,35,49
49,53,55,52,56,40,49,54,40,33,35,46
48,53,55,52,56,40,50,55,40,33,36,45
48,53,54,51,56,41,50,55,40,34,37,45
47,54,54,50,56,42,49,55,40,35,38,45
46,54,54,50,56,43,50,55,38,35,37,45
41,54,54,50,56,42,50,55,39,36,36,45
34,54,54,50,56,40,49,55,39,36,36,44
33,54,54,50,56,39,49,55,40,36,37,45
35,54,54,51,56,41,49,55,41,37,38,45
37,55,54,51,56,40,49,55,41,39,37,46
39,55,54,52,56,41,46,55,40,39,36,45
38,55,54,52,56,42,42,55,39,38,35,44
39,55,53,52,56,42,36,55,38,38,36,44
39,55,53,52,56,42,32,55,38,38,36,53
40,56,52,52,56,42,31,55,38,37,36,53
41,56,52,52,57,42,28,55,37,37,36,53
42,55,52,52,57,42,27,54,36,36,36,53
43,56,51,51,57,43,25,55,36,35,36,53
44,56,51,51,57,43,26,54,34,33,35,53
45,55,49,51,57,43,24,54,33,32,35,53
47,55,48,51,57,43,23,53,32,32,34,52
48,55,48,51,57,41,23,53,31,30,34,52
50,55,48,51,57,40,22,53,28,30,33,52
51,55,50,51,57,39,22,52,26,28,33,52
51,55,49,51,57,37,22,52,24,27,31,52
51,56,50,51,57,37,21,51,22,27,31,52
51,56,51,51,57,35,22,51,20,25,30,52
51,56,51,51,57,33,22,49,20,24,28,51
52,56,51,52,57,31,24,47,19,23,28,51
52,56,51,52,57,32,24,46,20,24,28,51
51,56,52,52,57,33,22,45,18,23,28,51
51,56,52,52,57,32,23,43,18,23,26,51
51,57,52,52,57,31,23,42,17,21,26,51
51,56,52,52,57,30,22,41,16,20,25,51
51,56,52,52,57,30,23,40,16,19,25,51
52,56,52,52,57,29,25,42,17,19,24,52
51,56,52,52,57,28,27,46,17,19,24,51
51,56,52,52,57,28,27,49,17,18,23,35
51,56,52,53,57,27,28,51,19,19,23,36
51,56,52,53,57,27,29,52,19,20,22,36
51,55,53,53,57,27,29,52,19,21,21,36
51,55,54,53,57,26,30,52,19,21,19,36
51,55,54,54,57,25,30,52,19,23,18,36
51,55,54,54,57,25,30,53,20,23,16,35
51,55,54,53,57,24,30,53,20,23,17,37
51,56,54,53,57,25,31,54,21,24,18,39
51,56,54,53,57,25,31,54,22,25,17,40
52,56,54,53,57,26,31,55,24,25,19,42
52,56,54,53,57,29,33,55,25,25,20,45
52,55,54,53,57,30,34,55,27,25,21,45
52,55,54,53,57,31,35,56,30,27,24,47
52,55,54,53,57,32,36,56,29,27,26,48
52,55,54,53,57,32,35,56,29,28,27,49
52,56,54,53,57,31,36,57,30,28,28,50
52,55,54,53,57,32,37,57,31,28,29,51
52,55,54,53,57,33,35,57,32,29,30,51
52,55,54,53,57,33,35,58,32,30,30,51
52,55,54,53,57,34,36,58,32,31,31,51
52,55,54,53,57,35,39,58,33,32,32,51
52,55,54,53,57,35,38,58,33,32,33,51
52,55,54,52,57,36,38,57,35,31,31,51
52,56,55,52,57,37,39,56,34,33,33,51
52,56,55,52,57,36,38,55,34,33,34,51
52,56,55,52,58,37,38,55,35,34,34,51
52,57,54,52,58,37,38,54,35,35,34,50
52,57,53,52,58,38,38,54,36,36,36,50
53,57,53,51,58,38,38,54,36,37,38,50
53,57,53,50,58,38,39,53,37,38,39,51
53,57,53,49,58,39,39,53,38,39,39,51
53,57,53,49,58,40,38,53,39,40,40,50
53,57,53,49,58,40,38,52,39,43,40,50
53,57,53,50,58,39,38,52,39,44,38,48
53,57,53,50,58,37,37,52,40,45,36,46
52,57,54,51,58,38,36,52,39,45,36,46
52,58,54,51,58,38,34,52,38,45,36,45
52,57,54,51,58,37,34,51,38,46,34,46
52,57,54,50,58,37,34,51,40,47,33,46
52,56,54,48,58,39,33,51,37,46,32,44
52,56,54,47,58,37,32,51,36,47,32,43
52,56,54,47,58,37,33,49,37,48,31,42
52,56,54,48,58,36,33,48,37,49,31,41
52,56,54,49,58,36,30,47,37,47,30,41
52,56,54,48,58,35,27,45,38,46,30,40
52,56,54,48,58,35,27,45,37,48,29,40
52,56,55,47,58,35,26,45,36,49,30,40
52,56,54,47,58,34,24,46,36,48,27,41
51,56,55,46,58,34,24,46,35,47,27,41
51,56,55,48,58,34,24,47,34,46,27,42
51,56,55,47,58,33,24,48,34,45,28,44
51,56,55,48,58,33,24,49,34,43,27,45
51,56,55,49,58,33,24,50,33,41,26,45
50,55,55,50,58,33,24,51,33,40,25,44
49,55,56,49,58,33,24,51,32,39,26,43
49,55,56,49,58,33,24,51,32,37,25,42
48,55,56,49,58,34,24,51,32,34,26,41
49,55,56,48,58,34,24,52,32,33,27,42
51,55,56,47,58,36,25,52,30,31,28,41
51,55,55,49,58,35,24,52,31,30,27,39
50,54,55,49,58,36,25,52,32,29,26,38
50,54,55,49,58,36,24,52,31,27,26,37
51,54,55,49,58,37,24,52,30,26,26,35
51,54,55,50,58,36,24,52,31,26,26,34
51,55,55,51,58,37,24,52,31,25,25,34
50,55,55,51,58,37,23,51,30,23,25,33
50,55,55,50,58,37,23,49,30,22,26,33
47,56,55,50,58,36,25,47,28,23,26,32
47,55,56,51,58,36,24,45,28,23,26,31
45,55,56,51,58,36,23,44,28,20,26,31
45,55,55,51,58,36,23,42,30,20,25,29
44,55,55,51,58,35,23,41,29,20,25,28
43,56,55,51,58,36,23,40,29,20,24,28
43,54,56,48,58,35,22,38,29,20,23,26
43,54,56,47,58,35,22,36,28,20,23,25
43,54,56,44,58,34,22,35,27,20,23,22
43,54,56,43,58,34,22,34,27,20,24,22
42,54,56,41,58,34,21,32,27,20,24,21
41,54,56,41,58,33,21,30,27,20,23,21
41,54,55,40,58,33,21,29,26,21,23,21
41,54,55,38,58,32,22,27,25,22,23,21
39,54,55,38,58,30,22,24,24,22,22,22
38,54,56,42,58,30,21,22,23,23,22,24
36,54,56,39,58,29,21,21,21,25,22,27
35,54,55,39,58,30,22,18,20,25,24,30
34,55,55,40,58,31,21,17,21,25,24,32
32,55,56,40,58,31,21,16,24,25,25,33
32,55,56,41,58,33,21,16,24,24,25,35
31,54,56,42,58,33,21,20,24,26,26,36
32,54,55,41,58,35,21,22,25,27,26,38
33,54,55,41,58,35,21,24,26,27,28,39
34,54,55,41,58,36,21,28,27,27,28,39
35,55,55,40,58,37,21,31,28,29,27,40
36,54,54,39,58,37,21,32,28,29,29,42
38,54,54,39,58,36,21,34,28,30,31,45
38,54,54,39,58,37,22,36,28,31,31,47
39,54,54,39,58,37,23,37,29,32,32,48
39,55,53,42,59,37,24,39,29,32,32,48
39,55,53,44,59,36,25,42,31,33,31,49
39,55,53,47,59,37,27,44,33,33,31,51
40,55,53,50,59,38,28,46,35,34,32,51
40,55,53,51,59,38,30,48,35,34,31,51
41,55,53,52,59,38,30,50,36,34,32,51
41,56,53,52,59,39,30,51,38,34,31,51
41,56,53,53,59,41,30,52,39,35,31,51
43,55,53,53,59,45,30,52,39,36,32,51
43,56,52,53,59,48,31,52,41,37,31,51
44,56,52,53,59,48,31,52,43,36,32,51
45,56,52,53,59,47,31,53,42,38,31,50
46,56,52,53,59,46,33,53,45,39,32,50
47,56,52,53,59,46,34,53,42,39,33,49
46,56,52,53,59,44,35,53,42,41,34,49
47,56,52,53,59,42,36,53,43,41,34,49
46,56,52,53,59,40,35,53,43,41,34,48
46,55,52,54,59,41,36,53,43,42,34,47
47,56,52,54,59,39,37,53,43,42,35,48
47,55,52,54,59,39,40,52,41,43,36,48
47,55,52,54,59,39,45,52,41,43,36,47
46,55,53,54,59,40,45,52,41,42,36,46
46,55,52,54,59,40,45,52,41,41,36,43
46,54,52,55,59,41,44,52,40,41,36,43
48,54,52,54,60,43,44,52,40,41,36,42
48,54,52,54,60,43,43,52,40,41,37,42
49,54,52,54,60,43,42,52,37,41,36,40
49,54,52,54,60,43,41,52,35,41,36,38
51,53,52,54,60,43,41,52,35,40,36,38
51,53,52,53,60,44,42,52,35,40,36,38
51,53,52,53,60,44,42,52,34,40,36,38
52,52,52,53,60,43,41,52,34,39,35,39
52,52,52,53,60,41,43,52,34,39,36,38
52,52,52,52,60,38,42,52,34,39,38,37
52,52,52,53,60,38,44,52,33,40,37,37
52,52,52,53,60,40,44,52,34,40,37,36
52,52,53,53,60,42,43,52,33,41,36,37
52,52,52,53,60,44,43,52,33,42,36,38
52,52,53,53,60,46,43,52,32,41,36,38
52,52,53,53,60,46,43,52,32,39,36,40
52,52,53,53,60,48,43,52,31,39,36,40
52,52,52,53,60,49,44,53,31,38,36,41
53,51,53,53,60,49,42,52,32,39,35,41
53,51,52,52,60,51,42,53,33,38,36,41
53,51,52,53,60,51,39,53,33,40,36,42
54,50,52,53,60,51,43,53,33,42,36,42
55,49,52,53,60,51,45,54,33,42,36,55
55,49,52,53,60,50,47,54,33,42,37,56
55,48,53,53,61,49,49,54,34,42,39,56
55,48,53,53,61,49,51,54,34,42,40,56
55,47,53,53,61,50,51,54,35,42,42,57
55,48,53,53,61,49,51,55,36,44,43,57
55,47,53,53,61,50,51,55,36,45,44,57
55,49,53,53,61,50,52,55,37,46,45,58
55,50,53,53,61,50,52,55,37,47,45,58
55,49,54,53,61,51,52,56,38,48,47,58
55,50,53,53,61,51,52,56,37,48,47,58
55,48,54,53,61,50,54,56,37,49,48,59
55,48,54,53,61,49,54,56,37,49,50,59
55,45,54,53,61,48,54,57,36,49,50,59
55,45,53,53,61,46,54,57,36,48,50,59
56,44,53,53,61,44,54,56,35,49,49,59
56,45,53,53,61,44,54,57,36,49,49,59
56,40,53,53,61,44,54,56,36,51,49,59
56,37,53,53,61,44,54,56,37,52,48,59
56,38,53,52,61,43,54,56,37,52,48,59
56,40,53,52,61,43,54,56,37,52,48,59
57,39,53,52,61,43,53,56,38,52,48,59
56,39,53,52,61,43,54,55,39,51,46,59
56,40,53,52,61,43,53,55,39,52,46,59
56,43,53,52,61,42,53,55,40,52,45,58
55,44,53,52,61,42,52,55,41,52,43,57
55,44,53,52,20,42,52,55,40,52,41,57
55,44,53,53,21,42,51,55,41,52,40,57
56,43,53,53,21,42,51,55,41,53,39,57
56,42,53,53,21,42,51,54,42,53,39,57
56,42,53,53,21,41,50,54,43,53,39,57
56,41,54,53,21,40,50,54,43,53,38,57
56,42,54,53,21,39,48,53,42,52,38,57
56,42,54,52,21,38,46,53,43,52,38,57
56,42,55,52,21,39,44,52,44,52,37,56
56,42,55,52,21,42,35,52,46,52,36,56
56,43,54,52,21,44,32,52,46,52,36,56
56,43,54,52,21,46,33,52,47,52,37,56
56,43,54,52,21,46,32,52,47,52,37,57
56,45,54,53,21,45,31,52,48,52,37,57
56,47,55,53,21,44,31,52,48,52,38,57
57,48,55,53,21,45,31,52,49,52,37,57
57,49,55,53,22,44,32,52,49,52,36,57
56,50,54,53,22,44,34,52,49,52,36,57
56,46,55,52,22,43,35,52,48,52,37,57
56,46,55,52,22,43,38,52,48,52,37,57
56,45,55,52,22,43,39,52,48,52,37,57
56,45,55,53,22,43,40,52,48,52,37,57
56,44,55,53,22,43,42,52,47,52,38,53
56,42,55,53,22,44,43,52,47,52,39,53
56,44,55,53,29,44,45,52,47,52,40,53
55,44,55,53,29,44,46,52,46,53,41,53
55,43,55,53,29,44,47,52,46,52,41,54
55,43,55,53,29,44,48,51,46,52,40,54
55,43,55,53,29,45,50,52,45,52,39,54
55,43,55,53,29,46,49,52,45,53,38,54
55,43,54,53,29,47,51,51,45,53,38,54
54,42,54,53,29,47,51,51,45,53,37,53
54,44,56,53,29,46,52,51,47,53,38,53
54,45,56,53,29,43,52,51,47,53,38,53
54,43,56,52,29,42,52,51,47,53,37,53
54,45,56,52,29,40,51,51,49,52,36,53
53,47,57,52,29,39,52,52,50,52,37,53
53,46,57,52,29,41,52,52,51,52,38,53
53,44,57,52,29,42,52,52,50,52,38,53
53,44,57,52,29,42,52,52,49,53,39,53
52,45,57,52,29,44,53,52,49,53,40,53
53,45,57,52,29,45,53,53,49,53,40,52
53,48,57,52,29,46,52,53,49,53,40,52
52,48,57,52,29,46,52,53,49,53,42,52
52,47,57,52,30,46,53,53,49,53,42,52
52,47,58,52,30,45,53,53,49,53,42,52
52,48,58,52,30,46,53,53,48,53,43,52
52,49,58,52,30,45,53,53,49,53,43,52
52,48,58,52,33,45,53,53,49,52,43,52
52,48,58,52,33,46,53,53,49,52,44,52
53,50,58,52,33,46,52,54,49,52,45,52
53,51,58,52,34,46,52,54,50,52,45,52
52,52,58,52,34,46,52,54,50,52,45,52
52,51,58,52,34,46,52,54,49,52,46,52
52,51,58,52,34,47,52,55,49,52,45,53
52,51,58,52,34,46,52,54,48,52,46,53
53,51,57,52,34,48,52,54,46,52,46,53
53,52,57,52,34,49,52,54,45,52,48,53
53,52,57,52,34,50,52,54,46,52,48,53
53,52,57,52,34,51,52,55,44,52,48,53
53,51,56,52,34,51,52,55,44,52,47,53
53,52,56,52,34,51,52,55,42,52,47,53
53,52,56,53,34,50,52,54,43,52,46,53
54,52,56,53,34,50,52,54,44,52,46,53
54,51,56,53,34,48,53,54,45,51,45,53
54,51,56,53,34,47,53,54,45,51,45,53
53,49,56,53,34,48,53,53,45,50,45,53
53,50,56,53,34,48,53,54,44,48,44,53
54,52,55,53,34,49,52,54,45,46,43,53
54,51,56,52,34,49,52,54,46,45,43,53
54,52,56,52,34,49,51,54,48,44,43,53
54,52,56,52,34,50,51,54,48,42,43,53
54,52,56,53,37,50,50,54,47,42,42,53
54,52,56,54,38,50,48,54,47,41,41,52
53,52,56,54,38,49,47,53,47,39,40,52
53,52,56,54,38,49,46,53,46,39,39,52
53,51,56,54,38,48,45,54,45,38,40,51
53,51,56,54,38,48,43,53,44,36,38,51
53,51,56,54,38,47,42,53,44,35,37,50
53,52,56,54,38,48,42,53,43,33,36,47
53,51,56,54,38,47,41,53,43,32,35,46
53,51,56,54,38,49,43,53,41,32,33,45
52,50,56,54,38,49,41,53,40,32,33,44
52,48,56,54,38,49,43,52,39,30,32,44
52,50,56,54,38,50,43,52,38,28,31,43
52,49,56,54,38,50,43,52,40,28,31,43
52,50,56,54,38,51,42,52,40,27,31,43
52,51,57,55,38,50,41,52,39,26,31,42
52,52,56,55,38,51,39,53,39,26,31,44
52,52,56,55,38,51,39,53,38,26,30,44
52,52,56,55,38,51,38,53,38,26,29,44
52,52,56,55,38,51,35,54,39,25,28,43
51,52,56,54,38,50,35,54,38,25,29,43
51,52,56,54,38,50,34,54,37,26,28,42
52,52,56,54,38,49,35,54,36,27,28,45
51,52,56,54,38,49,35,54,36,29,28,44
51,52,56,54,41,49,36,54,36,29,27,43
51,52,56,53,41,50,38,55,36,31,27,43
51,52,56,53,41,51,38,55,35,31,27,44
51,51,56,53,41,51,38,55,36,32,27,44
52,51,56,53,41,51,38,55,37,33,26,43
52,51,56,53,41,51,39,55,38,35,27,42
52,51,56,53,41,51,39,55,39,35,29,42
52,52,56,53,41,51,38,55,42,36,29,42
52,51,56,53,41,51,38,56,42,36,30,43
52,52,56,53,41,51,37,56,44,37,30,43
52,52,56,54,41,52,39,56,45,35,31,44
52,52,56,54,41,52,40,56,45,36,32,44
52,52,57,54,41,51,41,56,45,38,33,45
52,52,57,54,41,51,39,56,46,38,33,47
52,52,57,54,41,50,37,57,45,38,33,47
52,52,57,54,41,51,38,56,46,39,35,47
52,51,57,54,41,51,38,56,46,38,35,47
52,51,57,54,41,51,37,56,46,37,36,47
53,51,57,54,41,51,41,56,45,38,37,48
53,52,58,53,41,51,44,56,45,38,37,47
53,52,57,53,41,51,44,56,46,39,36,47
53,52,57,53,41,51,44,55,48,38,35,48
53,53,57,54,41,51,45,55,49,37,35,43
53,52,57,54,41,51,45,55,49,36,34,43
53,53,58,54,44,51,45,55,48,35,35,42
53,53,58,54,44,51,45,55,48,34,36,42
53,53,58,54,44,52,44,54,47,34,35,41
53,53,58,54,44,52,45,54,45,33,36,41
53,53,58,54,44,51,44,53,44,31,36,41
53,53,58,54,44,51,45,53,43,29,36,40
53,53,58,54,44,51,45,53,42,28,36,41
53,53,58,54,44,50,46,52,40,27,36,40
53,53,57,54,44,50,47,52,38,26,38,40
53,52,57,54,44,47,50,52,37,25,38,41
53,52,57,53,44,42,51,51,35,25,38,41
53,52,57,53,44,41,51,51,35,25,37,40
52,52,57,53,44,40,50,51,35,25,36,39
52,52,57,52,44,40,51,51,33,25,36,38
53,52,57,52,44,39,51,51,34,25,37,39
53,51,57,53,44,39,51,51,33,24,38,41
53,51,57,54,44,38,51,51,34,24,37,41
52,51,57,53,44,36,52,51,34,25,37,42
52,51,57,54,44,35,49,50,34,24,37,42
52,51,57,53,44,34,51,50,34,25,38,42
52,51,57,53,44,34,51,49,33,25,38,41
52,51,57,53,44,34,52,48,30,26,39,44
52,51,57,53,44,34,52,48,28,27,40,45
52,51,57,53,44,34,52,48,28,29,41,46
52,51,56,53,46,35,51,47,31,30,41,48
52,50,56,53,47,34,51,48,34,31,41,49
52,50,56,52,47,33,51,49,36,31,42,51
52,51,56,52,47,32,51,50,37,32,42,51
52,51,56,52,47,31,51,49,38,33,43,52
52,49,56,52,47,31,51,50,38,33,43,52
51,49,56,52,47,31,51,50,37,34,43,52
51,49,56,52,47,33,50,50,37,34,44,53
51,50,56,52,47,33,48,50,37,34,42,53
50,51,56,51,47,34,45,51,38,35,43,53
51,51,56,51,47,35,43,51,38,35,43,53
50,52,56,51,47,35,42,51,38,35,44,53
51,52,56,51,47,35,43,51,38,35,45,53
50,52,56,51,47,37,42,51,40,36,44,53
50,52,56,51,47,37,41,51,39,36,43,53
49,53,57,46,47,36,40,51,38,36,42,53
50,53,57,45,47,36,41,50,38,36,43,53
50,53,56,46,47,37,40,49,37,37,43,53
51,53,56,46,47,37,39,50,36,36,42,53
51,53,57,47,47,38,39,49,35,37,44,53
51,53,56,47,47,38,38,50,35,36,43,53
52,53,56,48,47,38,37,51,35,35,44,53
52,53,56,49,47,38,37,51,35,34,43,53
52,52,56,50,47,37,37,51,34,33,42,53
53,52,56,51,49,36,38,51,33,31,43,53
53,52,56,51,49,36,38,50,32,30,42,53
53,52,56,51,49,34,38,51,31,30,41,53
53,52,57,51,49,34,38,52,31,29,42,53
54,52,57,50,49,35,38,53,31,29,44,53
54,52,57,49,49,35,38,52,31,28,46,53
54,52,57,48,49,35,38,52,31,28,45,53
54,52,57,49,49,35,38,53,31,27,44,53
54,53,57,49,49,35,38,53,34,29,44,53
54,53,57,51,49,43,39,53,35,29,44,53
54,53,57,51,49,43,40,53,36,29,43,53
54,53,57,52,49,45,40,53,36,30,43,54
54,53,57,51,49,48,39,53,35,29,42,54
54,53,57,50,49,48,39,54,32,28,42,54
54,52,56,49,49,48,40,54,35,28,43,54
54,52,56,48,49,48,39,54,36,28,43,53
54,51,56,48,49,49,39,54,36,29,42,53
53,50,56,48,49,49,40,54,39,30,42,53
53,48,55,48,49,49,42,54,41,30,42,54
53,48,55,47,49,49,39,54,40,32,43,54
52,47,55,46,49,49,38,54,41,33,42,54
52,46,56,47,49,49,38,54,43,34,41,53
51,45,56,47,49,49,37,54,45,35,42,53
51,44,56,48,49,49,37,54,48,36,43,53
48,43,56,49,51,49,38,54,47,37,43,53
46,44,56,49,51,50,38,55,45,38,43,53
44,45,56,50,51,51,37,54,45,38,45,54
42,47,56,51,51,51,39,55,45,40,43,54
42,46,56,51,51,51,39,54,46,41,42,54
41,49,55,51,51,51,39,55,47,43,41,54
40,48,55,51,51,52,39,55,48,44,41,54
39,49,55,51,51,51,39,55,48,44,40,54
38,46,55,52,51,52,39,55,46,42,41,54
36,46,55,51,51,47,40,55,46,41,42,54
36,45,55,51,51,50,39,56,47,42,45,53
38,44,55,52,51,50,37,56,47,42,45,53
39,46,56,52,51,49,38,56,50,42,45,53
40,45,56,52,51,48,36,55,49,42,46,53
40,46,56,52,51,50,36,55,49,43,45,53
40,46,56,52,51,51,37,55,49,44,44,53
40,45,56,53,51,51,36,55,49,44,45,53
39,45,56,53,51,51,36,55,47,43,44,53
40,46,57,53,51,51,34,55,46,42,44,52
39,47,57,53,51,51,34,55,51,40,40,52
38,47,57,53,51,51,34,55,51,44,41,52
37,50,56,53,51,51,34,55,49,44,40,52
36,51,56,53,51,51,33,55,47,44,40,52
35,51,55,52,51,51,32,55,45,44,40,52
36,51,55,52,52,50,31,55,45,44,40,52
34,51,55,52,52,49,30,55,45,51,40,52
34,52,55,52,52,49,31,54,43,52,41,51
33,52,55,52,52,47,31,54,43,52,41,51
32,52,56,52,52,47,31,53,42,52,40,50
32,51,56,52,52,46,30,53,42,52,41,49
31,52,56,51,52,46,30,53,41,52,41,49
30,51,56,51,52,46,30,52,41,53,42,48
31,51,56,49,52,46,29,52,40,53,42,49
31,51,56,47,52,45,29,51,39,NA,39,48
31,52,55,46,52,40,28,51,37,NA,37,47
29,52,55,45,52,39,28,49,37,NA,36,47
27,52,55,45,52,39,28,49,35,NA,34,47
27,52,55,47,52,38,29,50,36,NA,34,48
26,52,55,46,52,36,28,50,36,NA,34,48
26,52,55,43,52,34,27,50,35,NA,35,48
26,52,55,41,52,33,26,50,35,NA,33,49
26,52,55,40,52,34,27,48,35,NA,34,49
25,52,54,38,52,33,28,47,35,NA,35,49
25,52,55,37,52,33,30,47,32,NA,34,49
25,52,54,37,52,33,30,46,30,NA,33,50
23,51,54,36,52,34,30,46,29,NA,34,48
23,51,54,36,52,34,29,45,30,60,33,48
23,51,54,37,52,34,29,43,30,60,31,47
21,51,54,37,52,35,29,43,29,59,30,46
21,50,55,36,52,36,29,41,28,58,28,43
21,51,55,39,52,35,28,41,29,57,26,42
21,48,55,40,52,35,28,40,29,56,26,42
23,48,55,38,52,35,27,40,29,56,27,42
23,46,55,39,52,35,28,41,29,56,27,40
23,44,54,39,52,35,28,39,29,55,27,39
23,44,53,38,52,34,27,40,28,55,27,38
22,43,53,38,52,33,27,40,28,55,26,37
21,43,53,40,52,32,26,41,27,NA,26,37
20,41,53,41,52,31,27,42,27,54,27,38
19,41,53,43,52,30,26,43,24,53,27,38
19,40,52,43,52,30,26,44,25,52,29,38
20,39,52,39,52,30,27,44,25,50,29,38
20,40,52,40,52,29,27,43,24,47,28,39
19,41,52,42,52,27,27,42,24,46,28,39
20,41,52,42,52,27,27,43,24,45,29,38
20,40,51,42,52,26,26,43,23,46,28,39
23,40,51,42,52,25,28,43,22,44,28,39
22,42,48,43,52,24,26,41,22,44,29,53
22,51,46,42,52,24,28,41,23,51,30,53
22,52,51,41,52,23,28,40,22,51,31,53
23,52,52,42,52,23,30,40,21,51,32,53
23,52,52,43,52,23,31,40,21,50,33,53
23,52,52,46,52,22,32,40,22,50,34,54
22,52,51,48,52,23,33,40,23,50,34,54
23,52,51,47,52,23,33,42,23,51,35,54
24,52,50,47,52,23,33,43,24,51,35,55
22,52,48,49,52,24,34,43,25,52,33,55
23,52,45,50,52,24,34,43,25,51,33,55
23,52,45,51,52,23,34,44,26,52,33,56
23,52,46,51,52,24,34,45,27,52,32,56
24,52,51,51,52,24,35,47,27,52,33,56
24,52,52,51,52,27,35,48,28,52,33,56
25,52,52,52,52,29,34,48,28,53,33,56
26,51,52,52,52,30,35,46,31,53,33,56
28,52,52,52,52,31,35,44,30,54,32,56
27,52,52,52,52,36,35,44,30,54,33,56
27,51,53,52,52,36,35,44,30,55,33,56
28,50,53,52,52,36,34,45,30,55,31,56
28,51,53,52,52,37,35,46,30,55,31,56
28,51,53,52,52,37,37,47,31,55,31,56
27,51,54,53,52,37,34,47,31,55,32,56
28,49,54,53,52,37,38,48,31,55,32,52
31,36,55,53,52,37,38,48,31,53,30,52
32,34,55,54,52,37,39,48,31,53,29,52
32,34,54,54,52,38,39,49,32,53,29,52
